,title,all_ratio,genres,specs,platform,developer,positive_review,positive_review_rank
34498,Copa Petrobras de Marcas,"58% of the 1,799 user reviews for this game are positive.","['Free to Play', 'Racing', 'Simulation', 'Sports']","['Single-player', 'Partial Controller Support']","Windows,","Reiza StudiosPublisher:Reiza StudiosRelease Date: Nov 29, 2014",509.0,554
31107,Summer Sale,59% of the 862 user reviews for this game are positive.,['Simulation'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards']","Windows,","Ductape studioPublisher:Ductape studioRelease Date: Jun 2, 2016",509.0,554
2265,One Manga Day,58% of the 877 user reviews for this game are positive.,"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']","Linux,Mac,Windows,","DeXPPublisher:DeXP, MyLifeGame.RURelease Date: Jun 20, 2014",509.0,554
24017,Total War: WARHAMMER - Norsca,79% of the 643 user reviews for this game are positive.,"['Action', 'Strategy']","['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']","SteamOS,Linux,Mac,Windows,","CREATIVE ASSEMBLY, Feral Interactive (Linux), Feral Interactive (Mac)Publisher:SEGA, Feral Interactive (Linux), Feral Interactive (Mac)Franchise:Total WarRelease Date: Aug 10, 2017",508.0,558
33914,Lethis - Path of Progress,70% of the 725 user reviews for this game are positive.,"['Indie', 'Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","Windows,","Triskell InteractivePublisher:Triskell InteractiveRelease Date: Jun 25, 2015",508.0,558
35069,Fork Parker's Holiday Profit Hike,82% of the 618 user reviews for this game are positive.,"['Action', 'Adventure', 'Free to Play', 'Indie']","['Single-player', 'Steam Achievements', 'Partial Controller Support']","Mac,Windows,","Dodge RollPublisher:Devolver DigitalRelease Date: Dec 18, 2014",507.0,560
2309,Toren,67% of the 757 user reviews for this game are positive.,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","Mac,Windows,","SwordtalesPublisher:Versus EvilRelease Date: May 11, 2015",507.0,560
21627,Eternal Hour: Golden Hour,92% of the 551 user reviews for this game are positive.,"['Adventure', 'Casual', 'Free to Play', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","Linux,Mac,Windows,","Seventh Heart StudiosPublisher:Sekai ProjectRelease Date: Nov 27, 2017",507.0,560
20349,Mobile Empire,70% of the 724 user reviews for this game are positive.,"['Casual', 'Indie', 'Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud']","Mac,Windows,","Shanghai huan zhen Info Tech LtdPublisher:X.D. Network Inc.Release Date: Jan 25, 2018",507.0,560
3084,The Purring Quest,85% of the 595 user reviews for this game are positive.,['Indie'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']","Windows,","Valhalla CatsPublisher:Valhalla CatsRelease Date: Nov 12, 2015",506.0,564
4955,Half-Life: A Place in the West,88% of the 574 user reviews for this game are positive.,['Indie'],"['Single-player', 'Steam Achievements', 'Commentary available']","Linux,Mac,Windows,","Michael Pelletier, Ross Joseph GardnerPublisher:Michael Pelletier, Ross Joseph GardnerRelease Date: Sep 30, 2016",505.0,565
37447,Jamestown,95% of the 532 user reviews for this game are positive.,"['Action', 'Indie']","['Single-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Stats', 'Steam Leaderboards']","Mac,Windows,","Final Form GamesPublisher:Final Form GamesRelease Date: Jun 8, 2011",505.0,565
26329,Zero Escape: The Nonary Games,94% of the 537 user reviews for this game are positive.,['Adventure'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']","Windows,","Spike Chunsoft Co., Ltd.Publisher:Spike Chunsoft Co., Ltd.Release Date: Mar 24, 2017",505.0,565
10938,Zup! X,95% of the 532 user reviews for this game are positive.,"['Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']","Windows,","Quiet RiverPublisher:Quiet RiverFranchise:Zup!Release Date: May 17, 2018",505.0,565
31415,Offworld Trading Company,"73% of the 2,459 user reviews for this game are positive.","['Indie', 'Simulation', 'Strategy']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Includes level editor']","Mac,Windows,","Mohawk GamesPublisher:Stardock EntertainmentFranchise:Offworld Trading CompanyRelease Date: Apr 28, 2016",504.0,569
36817,Champions of Regnum,61% of the 827 user reviews for this game are positive.,"['Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']","['MMO', 'Cross-Platform Multiplayer']","Linux,Mac,Windows,","NGD StudiosPublisher:NGD StudiosRelease Date: Feb 27, 2013",504.0,569
15280,Shaolin vs Wutang,93% of the 542 user reviews for this game are positive.,"['Action', 'Casual', 'Indie']","['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']","Windows,","Jae LeePublisher:Digital TribeRelease Date: Jul 26, 2018",504.0,569
38343,The Dig®,91% of the 553 user reviews for this game are positive.,['Adventure'],"['Single-player', 'Steam Cloud']","Mac,Windows,","LucasArtsPublisher:LucasArtsRelease Date: Nov 1, 1995",503.0,572
38898,ARK: Extinction - Expansion Pack,71% of the 709 user reviews for this game are positive.,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']","['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Includes level editor']","Linux,Mac,Windows,","Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLCPublisher:Snail Games USA, Studio WildcardRelease Date: Nov 6, 2018",503.0,572
30859,Evil Maze,77% of the 653 user reviews for this game are positive.,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud']","Windows,","ZOV GAME STUDIOPublisher:ZOV GAME STUDIORelease Date: Jun 17, 2016",503.0,572
19390,Bombix,68% of the 739 user reviews for this game are positive.,"['Action', 'RPG', 'Strategy']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'In-App Purchases']","Mac,Windows,","Pragmatix LtdPublisher:Pragmatix LtdRelease Date: Mar 2, 2018",503.0,572
2612,Microcosmum: survival of cells,78% of the 645 user reviews for this game are positive.,"['Action', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","Windows,","Satur EntertainmentPublisher:Satur EntertainmentFranchise:Microcosmum: survival of cellsRelease Date: Jul 24, 2018",503.0,572
26105,NEKO-NIN exHeart,97% of the 518 user reviews for this game are positive.,"['Action', 'Casual', 'Indie', 'Simulation']","['Single-player', 'Steam Trading Cards']","Windows,","WhirlpoolPublisher:Sekai ProjectFranchise:NEKO-NIN exHeartRelease Date: Apr 21, 2017",502.0,577
33744,Holy Potatoes! A Weapon Shop?!,72% of the 697 user reviews for this game are positive.,"['Indie', 'Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","Linux,Mac,Windows,","Daylight StudiosPublisher:Daedalic Entertainment, Daylight StudiosRelease Date: Jul 13, 2015",502.0,577
2713,Fingered,75% of the 669 user reviews for this game are positive.,"['Casual', 'Indie']","['Single-player', 'Steam Achievements']","Windows,","Edmund McMillen, James IdPublisher:Edmund McMillen, James IdRelease Date: Aug 18, 2015",502.0,577
4197,Elisa: The Innkeeper - Prequel,78% of the 644 user reviews for this game are positive.,"['Adventure', 'Casual', 'Free to Play', 'Indie']","['Single-player', 'Steam Achievements']","Windows,","Neoclassic GamesPublisher:Neoclassic GamesRelease Date: Jun 14, 2016",502.0,577
36260,1954 Alcatraz,70% of the 717 user reviews for this game are positive.,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","Windows,","Daedalic Entertainment, Irresponsible GamesPublisher:Daedalic EntertainmentRelease Date: Mar 11, 2014",502.0,577
23728,Distrust,77% of the 652 user reviews for this game are positive.,"['Adventure', 'Indie', 'Strategy']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","Mac,Windows,","CheerdealersPublisher:Alawar PremiumRelease Date: Aug 23, 2017",502.0,577
7574,,94% of the 533 user reviews for this game are positive.,,"['Single-player', 'HTC Vive', 'Oculus Rift', 'Windows Mixed Reality', 'Tracked Motion Controllers', 'Seated']","Windows,",,501.0,583
3270,Suits: A Business RPG,88% of the 568 user reviews for this game are positive.,"['Action', 'Adventure', 'Indie', 'RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']","Linux,Mac,Windows,","Technomancy StudiosPublisher:Technomancy StudiosRelease Date: Jan 5, 2016",500.0,584
2513,Anna's Quest,87% of the 575 user reviews for this game are positive.,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","Linux,Mac,Windows,","Daedalic EntertainmentPublisher:Daedalic EntertainmentRelease Date: Jul 2, 2015",500.0,584
34209,GUILTY GEAR XX ACCENT CORE PLUS R,92% of the 542 user reviews for this game are positive.,['Action'],"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']","Windows,","Arc System WorksPublisher:Arc System WorksRelease Date: May 26, 2015",499.0,586
3735,,83% of the 600 user reviews for this game are positive.,,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'SteamVR Collectibles', 'HTC Vive', 'Oculus Rift', 'Windows Mixed Reality', 'Tracked Motion Controllers', 'Room-Scale']","Windows,",,498.0,587
37244,Botanicula,"96% of the 2,199 user reviews for this game are positive.","['Adventure', 'Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']","Mac,Windows,","Amanita DesignPublisher:Amanita DesignRelease Date: May 7, 2012",498.0,587
15046,东方试闻广纪 ~ Perfect Memento of Touhou Question,96% of the 519 user reviews for this game are positive.,"['Casual', 'Indie']","['Single-player', 'Steam is learning about this game\xa0']","Windows,","Bawu TeamPublisher:Bawu TeamRelease Date: Aug 2, 2018",498.0,587
6825,Metin2,"61% of the 6,564 user reviews for this game are positive.","['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']","['Multi-player', 'Online Multi-Player', 'MMO', 'Steam Trading Cards', 'In-App Purchases']","Windows,","WEBZEN Inc.Publisher:Gameforge 4D GmbHRelease Date: Dec 17, 2006",497.0,590
38863,Ultimate Doom,"93% of the 3,143 user reviews for this game are positive.",['Action'],"['Single-player', 'Steam Cloud']","Windows,","id SoftwarePublisher:id SoftwareRelease Date: Apr 30, 1995",497.0,590
38317,TimeShift™,78% of the 636 user reviews for this game are positive.,['Action'],"['Single-player', 'Multi-player']","Windows,","Saber InteractivePublisher:ActivisionRelease Date: Oct 30, 2007",496.0,592
246,Fortix,93% of the 533 user reviews for this game are positive.,['Indie'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Leaderboards']","Mac,Windows,","Nemesys GamesPublisher:Nemesys GamesRelease Date: Apr 14, 2010",496.0,592
19466,Stormworks: Build and Rescue,88% of the 564 user reviews for this game are positive.,"['Simulation', 'Early Access']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Workshop', 'Partial Controller Support']","Mac,Windows,","Sunfire SoftwarePublisher:Green Man Gaming PublishingRelease Date: Feb 28, 2018",496.0,592
12699,Fist of love,85% of the 583 user reviews for this game are positive.,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Sports', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud']","Windows,","BiubiubiuPublisher:BiubiubiuRelease Date: Oct 1, 2018",496.0,592
27400,Disgaea 2 PC / 魔界戦記ディスガイア2 PC,89% of the 556 user reviews for this game are positive.,['RPG'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","SteamOS,Linux,Mac,Windows,","Nippon Ichi Software, Inc.Publisher:NIS America, Inc.Release Date: Jan 30, 2017",495.0,596
2320,Jigoku Kisetsukan: Sense of the Seasons,"93% of the 1,705 user reviews for this game are positive.","['Free to Play', 'Indie']","['Single-player', 'Steam Achievements', 'Partial Controller Support']","Windows,","EmadPublisher:EmadRelease Date: May 12, 2015",495.0,596
37300,Serious Sam 2,"88% of the 4,669 user reviews for this game are positive.","['Action', 'Indie']","['Single-player', 'Multi-player', 'Co-op', 'Partial Controller Support', 'Includes level editor']","Windows,","CroteamPublisher:Devolver DigitalRelease Date: Oct 11, 2005",495.0,596
22100,Need For Drink,73% of the 678 user reviews for this game are positive.,"['Action', 'Adventure', 'Casual', 'Simulation']","['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']","Windows,","Room710GamesPublisher:Room710GamesRelease Date: Nov 3, 2017",495.0,596
34673,Zombie Kill of the Week - Reborn,94% of the 526 user reviews for this game are positive.,"['Action', 'Indie']","['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support']","Mac,Windows,","Still RunningPublisher:Merge Games, Tagstar GamesRelease Date: Mar 13, 2015",494.0,600
6477,Dawn,89% of the 554 user reviews for this game are positive.,"['Adventure', 'Casual', 'Free to Play']","['Single-player', 'Steam Achievements', 'Full controller support']","Windows,","Brave Rabbit GamesPublisher:SMU GuildhallRelease Date: Mar 31, 2017",493.0,601
36562,Democracy 3,"73% of the 5,075 user reviews for this game are positive.","['Indie', 'Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Leaderboards']","Linux,Mac,Windows,","Positech GamesPublisher:Positech GamesRelease Date: Oct 14, 2013",493.0,601
23128,Marvel vs. Capcom: Infinite,56% of the 881 user reviews for this game are positive.,['Action'],"['Single-player', 'Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","Windows,","CapcomPublisher:CapcomRelease Date: Sep 19, 2017",493.0,601
998,Desperados: Wanted Dead or Alive,73% of the 675 user reviews for this game are positive.,"['Action', 'Strategy']",['Single-player'],"SteamOS,Linux,Mac,Windows,","SpellboundPublisher:THQ NordicFranchise:DesperadosRelease Date: Jul 23, 2001",493.0,601
33967,Interstellar Rift,74% of the 666 user reviews for this game are positive.,"['Action', 'Indie', 'Simulation', 'Early Access']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Trading Cards', 'Steam Workshop', 'Includes level editor']","Windows,","Split PolygonPublisher:Split PolygonRelease Date: Jun 23, 2015",493.0,601
20770,Real Pool 3D - Poolians,71% of the 693 user reviews for this game are positive.,"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports']","['Single-player', 'Multi-player', 'Online Multi-Player', 'In-App Purchases', 'Stats']","Windows,","Poolians.comPublisher:ThankGame.comRelease Date: Jul 24, 2017",492.0,606
7676,侠客风云传前传(Tale of Wuxia:The Pre-Sequel),61% of the 807 user reviews for this game are positive.,"['Adventure', 'RPG', 'Strategy']","['Single-player', 'Steam Cloud', 'Commentary available']","Windows,","Heluo StudioPublisher:Fenghuang Game（凤凰游戏）Release Date: Aug 14, 2017",492.0,606
