,app_name,title,id,url,all_ratio,genres,specs,platform,developer,Developer,Publisher,Release_Date,Positive_Review,Positive_Review_Rank,Top_Played_Rank
36588,Pool Nation,Pool Nation,254440.0,https://store.steampowered.com/app/254440/Pool_Nation/,"90% of the 1,913 user reviews for this game are positive.","['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']","['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']","Windows,","Cherry Pop GamesPublisher:Cherry Pop GamesRelease Date: Oct 18, 2013",Cherry Pop Games,Cherry Pop Games,Oct 18 2013,1722.0,862,
5714,Guardians of Orion,Guardians of Orion,407840.0,https://store.steampowered.com/app/407840/Guardians_of_Orion/,"56% of the 3,065 user reviews for this game are positive.","['Action', 'Indie', 'RPG']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Stats']","Windows,","Spiral Game StudiosPublisher:DANKIERelease Date: Dec 1, 2015",Spiral Game Studios,DANKIE,Dec 1 2015,1716.0,863,
22314,Total War: WARHAMMER II - Mortal Empires,Total War: WARHAMMER II - Mortal Empires,617810.0,https://store.steampowered.com/app/617810/Total_War_WARHAMMER_II__Mortal_Empires/,"70% of the 2,452 user reviews for this game are positive.","['Action', 'Strategy']","['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements']","Windows,","CREATIVE ASSEMBLYPublisher:SEGAFranchise:Total WarRelease Date: Oct 26, 2017",CREATIVE ASSEMBLY,SEGAFranchise Total War,Oct 26 2017,1716.0,863,
36267,Epic Battle Fantasy 4,Epic Battle Fantasy 4,265610.0,https://store.steampowered.com/app/265610/Epic_Battle_Fantasy_4/,"98% of the 1,750 user reviews for this game are positive.","['Adventure', 'RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","Windows,","Matt RoszakPublisher:Matt RoszakRelease Date: Feb 25, 2014",Matt Roszak,Matt Roszak,Feb 25 2014,1715.0,865,
1811,fault - milestone one,fault - milestone one,286260.0,https://store.steampowered.com/app/286260/fault__milestone_one/,"94% of the 1,820 user reviews for this game are positive.",['Adventure'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards']","Linux,Mac,Windows,","ALICE IN DISSONANCEPublisher:Sekai ProjectRelease Date: Aug 9, 2013",ALICE IN DISSONANCE,Sekai Project,Aug 9 2013,1711.0,866,
37597,Lara Croft and the Guardian of Light,Lara Croft and the Guardian of Light,35130.0,https://store.steampowered.com/app/35130/Lara_Croft_and_the_Guardian_of_Light/,"92% of the 1,853 user reviews for this game are positive.","['Action', 'Adventure']","['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","Windows,","Crystal DynamicsPublisher:Square EnixRelease Date: Sep 28, 2010",Crystal Dynamics,Square Enix,Sep 28 2010,1705.0,867,
23690,F1™ 2017,F1™ 2017,515220.0,https://store.steampowered.com/app/515220/F1_2017/,"84% of the 2,027 user reviews for this game are positive.","['Racing', 'Simulation', 'Sports']","['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']","Linux,Mac,Windows,","Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)Publisher:Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)Release Date: Aug 24, 2017",Codemasters Feral Interactive Mac Feral Interactive Linux,Codemasters Feral Interactive Mac Feral Interactive Linux,Aug 24 2017,1703.0,868,
36560,Nihilumbra,Nihilumbra,252670.0,https://store.steampowered.com/app/252670/Nihilumbra/,"89% of the 1,912 user reviews for this game are positive.","['Adventure', 'Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","Linux,Mac,Windows,","BeautiFun GamesPublisher:BeautiFun GamesRelease Date: Sep 25, 2013",BeautiFun Games,BeautiFun Games,Sep 25 2013,1702.0,869,
4503,Half Dead,Half Dead,434730.0,https://store.steampowered.com/app/434730/Half_Dead/,"79% of the 2,155 user reviews for this game are positive.","['Action', 'Adventure']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop']","Windows,","Room710GamesPublisher:Room710GamesFranchise:Half DeadRelease Date: Aug 1, 2016",Room710Games,Room710GamesFranchise Half Dead,Aug 1 2016,1702.0,869,
34530,theHunter: Primal,theHunter: Primal,322920.0,https://store.steampowered.com/app/322920/theHunter_Primal/,"58% of the 2,929 user reviews for this game are positive.","['Action', 'Adventure', 'Simulation']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Stats', 'Steam Leaderboards']","Windows,","Expansive Worlds, Avalanche StudiosPublisher:Expansive Worlds, Avalanche StudiosRelease Date: Mar 31, 2015",Expansive Worlds Avalanche Studios,Expansive Worlds Avalanche Studios,Mar 31 2015,1699.0,871,
22271,Sword Art Online: Hollow Realization Deluxe Edition,Sword Art Online: Hollow Realization Deluxe Edition,607890.0,https://store.steampowered.com/app/607890/Sword_Art_Online_Hollow_Realization_Deluxe_Edition/,"78% of the 2,173 user reviews for this game are positive.","['Action', 'Adventure', 'Casual', 'RPG']","['Single-player', 'Online Multi-Player', 'Online Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']","Windows,","AQURIAPublisher:BANDAI NAMCO EntertainmentRelease Date: Oct 27, 2017",AQURIA,BANDAI NAMCO Entertainment,Oct 27 2017,1695.0,872,
30447,Tricky Towers,Tricky Towers,437920.0,https://store.steampowered.com/app/437920/Tricky_Towers/,"88% of the 1,919 user reviews for this game are positive.","['Casual', 'Indie']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']","Linux,Mac,Windows,","WeirdBeardPublisher:WeirdBeardRelease Date: Aug 2, 2016",WeirdBeard,WeirdBeard,Aug 2 2016,1689.0,873,
31853,Day of the Tentacle Remastered,Day of the Tentacle Remastered,388210.0,https://store.steampowered.com/app/388210/Day_of_the_Tentacle_Remastered/,"97% of the 1,741 user reviews for this game are positive.",['Adventure'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Commentary available']","Linux,Mac,Windows,","Double Fine ProductionsPublisher:Double Fine ProductionsRelease Date: Mar 21, 2016",Double Fine Productions,Double Fine Productions,Mar 21 2016,1689.0,873,
25821,Orbt XL,Orbt XL,615610.0,https://store.steampowered.com/app/615610/Orbt_XL/,"97% of the 1,740 user reviews for this game are positive.","['Action', 'Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']","Linux,Mac,Windows,","Nickervision StudiosPublisher:Nickervision StudiosRelease Date: Apr 21, 2017",Nickervision Studios,Nickervision Studios,Apr 21 2017,1688.0,875,
33502,Airscape - The Fall of Gravity,Airscape - The Fall of Gravity,317250.0,https://store.steampowered.com/app/317250/Airscape__The_Fall_of_Gravity/,"82% of the 2,057 user reviews for this game are positive.","['Action', 'Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']","SteamOS,Linux,Mac,Windows,","Cross-ProductPublisher:EQGamesRelease Date: Aug 11, 2015",Cross Product,EQGames,Aug 11 2015,1687.0,876,
22070,Death Coming,Death Coming,705120.0,https://store.steampowered.com/app/705120/Death_Coming/,"91% of the 1,853 user reviews for this game are positive.","['Adventure', 'Casual', 'Indie', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats']","Windows,","NEXT StudioPublisher:NEXT Studio, Zodiac InteractiveRelease Date: Nov 6, 2017",NEXT Studio,NEXT Studio Zodiac Interactive,Nov 6 2017,1686.0,877,
22692,Press X to Not Die,Press X to Not Die,402330.0,https://store.steampowered.com/app/402330/Press_X_to_Not_Die/,"91% of the 1,849 user reviews for this game are positive.","['Action', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards']","Linux,Mac,Windows,","All Seeing Eye GamesPublisher:All Seeing Eye GamesRelease Date: Oct 6, 2017",All Seeing Eye Games,All Seeing Eye Games,Oct 6 2017,1683.0,878,
14679,Airships: Conquer the Skies,Airships: Conquer the Skies,342560.0,https://store.steampowered.com/app/342560/Airships_Conquer_the_Skies/,"95% of the 1,763 user reviews for this game are positive.","['Action', 'Indie', 'Strategy']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Workshop']","Linux,Mac,Windows,","David StarkPublisher:David StarkRelease Date: Aug 16, 2018",David Stark,David Stark,Aug 16 2018,1675.0,879,
1718,Rise to Ruins,Rise to Ruins,328080.0,https://store.steampowered.com/app/328080/Rise_to_Ruins/,"92% of the 1,815 user reviews for this game are positive.","['Indie', 'Simulation', 'Strategy', 'Early Access']","['Single-player', 'Steam Trading Cards', 'Includes level editor']","Linux,Mac,Windows,","Raymond DoerrPublisher:SixtyGig GamesRelease Date: Oct 27, 2014",Raymond Doerr,SixtyGig Games,Oct 27 2014,1670.0,880,
36781,Kingdom Wars,Kingdom Wars,227180.0,https://store.steampowered.com/app/227180/Kingdom_Wars/,"67% of the 2,491 user reviews for this game are positive.","['Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']","['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Includes level editor']","Windows,","Reverie World StudiosRelease Date: Apr 1, 2013",,,,1669.0,881,
33574,King's Quest,King's Quest,345390.0,https://store.steampowered.com/app/345390/Kings_Quest/,"88% of the 1,897 user reviews for this game are positive.",['Adventure'],"['Single-player', 'Steam Achievements', 'Partial Controller Support']","Windows,","The Odd GentlemenPublisher:SierraRelease Date: Jul 28, 2015",The Odd Gentlemen,Sierra,Jul 28 2015,1669.0,881,
29972,Redout: Enhanced Edition,,517710.0,https://store.steampowered.com/app/517710/Redout_Enhanced_Edition/,"85% of the 1,963 user reviews for this game are positive.",,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'HTC Vive', 'Oculus Rift', 'Gamepad', 'Keyboard / Mouse', 'Seated', 'Standing']","Windows,",,,,,1669.0,881,
37490,SpaceChem,SpaceChem,92800.0,https://store.steampowered.com/app/92800/SpaceChem/,"96% of the 1,737 user reviews for this game are positive.","['Indie', 'Simulation']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']","Linux,Mac,Windows,","ZachtronicsPublisher:ZachtronicsRelease Date: Mar 2, 2011",Zachtronics,Zachtronics,Mar 2 2011,1668.0,884,
38051,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,32430.0,https://store.steampowered.com/app/32430/STAR_WARS__The_Force_Unleashed_Ultimate_Sith_Edition/,"64% of the 2,599 user reviews for this game are positive.",['Action'],"['Single-player', 'Partial Controller Support', 'Steam Cloud']","Mac,Windows,","LucasArts, Aspyr StudiosPublisher:LucasArts, Aspyr (Mac), Lucasfilm, Disney InteractiveRelease Date: Nov 3, 2009",LucasArts Aspyr Studios,LucasArts Aspyr Mac Lucasfilm Disney Interactive,Nov 3 2009,1663.0,885,
2712,RPG MO,RPG MO,372800.0,https://store.steampowered.com/app/372800/RPG_MO/,"78% of the 2,128 user reviews for this game are positive.","['Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']","['Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']","Linux,Mac,Windows,","MarxnetPublisher:MarxnetRelease Date: Aug 18, 2015",Marxnet,Marxnet,Aug 18 2015,1660.0,886,
6955,Worlds Adrift,Worlds Adrift,322780.0,https://store.steampowered.com/app/322780/Worlds_Adrift/,"70% of the 2,370 user reviews for this game are positive.","['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Early Access']","['Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Steam Trading Cards', 'Includes level editor']","Windows,","Bossa StudiosPublisher:Bossa StudiosRelease Date: May 24, 2017",Bossa Studios,Bossa Studios,May 24 2017,1659.0,887,
20322,Railway Empire,Railway Empire,503940.0,https://store.steampowered.com/app/503940/Railway_Empire/,"80% of the 2,074 user reviews for this game are positive.","['Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']","SteamOS,Linux,Windows,","Gaming Minds StudiosPublisher:Kalypso Media DigitalRelease Date: Jan 26, 2018",Gaming Minds Studios,Kalypso Media Digital,Jan 26 2018,1659.0,887,
30482,Book of Demons,Book of Demons,449960.0,https://store.steampowered.com/app/449960/Book_of_Demons/,"93% of the 1,782 user reviews for this game are positive.","['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","Mac,Windows,","Thing TrunkPublisher:Thing TrunkRelease Date: Jul 28, 2016",Thing Trunk,Thing Trunk,Jul 28 2016,1657.0,889,
3791,The SKIES,The SKIES,337950.0,https://store.steampowered.com/app/337950/The_SKIES/,"45% of the 3,682 user reviews for this game are positive.","['Free to Play', 'Massively Multiplayer', 'RPG', 'Early Access']","['Multi-player', 'MMO', 'Steam Achievements', 'In-App Purchases', 'Steam Leaderboards']","Windows,","EforbPublisher:EforbRelease Date: Apr 16, 2016",Eforb,Eforb,Apr 16 2016,1657.0,889,
22461,King Exit,King Exit,712840.0,https://store.steampowered.com/app/712840/King_Exit/,"94% of the 1,758 user reviews for this game are positive.","['Adventure', 'Indie', 'RPG']","['Single-player', 'Steam Trading Cards', 'Steam Cloud']","Windows,","深爪貴族Publisher:Paradise ProjectRelease Date: Oct 19, 2017",深爪貴族,Paradise Project,Oct 19 2017,1653.0,891,
35940,RollerCoaster Tycoon® 2: Triple Thrill Pack,RollerCoaster Tycoon® 2: Triple Thrill Pack,285330.0,https://store.steampowered.com/app/285330/RollerCoaster_Tycoon_2_Triple_Thrill_Pack/,"85% of the 1,941 user reviews for this game are positive.","['Simulation', 'Strategy']",['Single-player'],"Windows,","Chris Sawyer ProductionsPublisher:AtariRelease Date: Oct 15, 2002",Chris Sawyer Productions,Atari,Oct 15 2002,1650.0,892,
5365,Google Earth VR,,348250.0,https://store.steampowered.com/app/348250/Google_Earth_VR/,"96% of the 1,706 user reviews for this game are positive.",,"['Single-player', 'SteamVR Collectibles', 'HTC Vive', 'Oculus Rift', 'Tracked Motion Controllers', 'Seated', 'Standing', 'Room-Scale']","Windows,",,,,,1638.0,893,
3693,Epistory - Typing Chronicles,Epistory - Typing Chronicles,398850.0,https://store.steampowered.com/app/398850/Epistory__Typing_Chronicles/,"95% of the 1,724 user reviews for this game are positive.","['Action', 'Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']","Linux,Mac,Windows,","Fishing CactusPublisher:Fishing Cactus, Plug In DigitalRelease Date: Mar 30, 2016",Fishing Cactus,Fishing Cactus Plug In Digital,Mar 30 2016,1638.0,893,
16796,关于我被小学女生绑架这件事,关于我被小学女生绑架这件事,862690.0,https://store.steampowered.com/app/862690/_/,"87% of the 1,880 user reviews for this game are positive.","['Adventure', 'Casual', 'Free to Play', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","Linux,Mac,Windows,","猫薄荷制作组Publisher:猫薄荷制作组Franchise:闲踏梧桐Release Date: Jun 1, 2017",猫薄荷制作组,猫薄荷制作组Franchise 闲踏梧桐,Jun 1 2017,1636.0,895,
1387,Xenonauts,Xenonauts,223830.0,https://store.steampowered.com/app/223830/Xenonauts/,"87% of the 1,878 user reviews for this game are positive.","['Indie', 'Simulation', 'Strategy']","['Single-player', 'Steam Trading Cards']","Linux,Mac,Windows,","Goldhawk InteractivePublisher:Goldhawk InteractiveRelease Date: Jun 16, 2014",Goldhawk Interactive,Goldhawk Interactive,Jun 16 2014,1634.0,896,
21055,Modern Combat Versus,Modern Combat Versus,723780.0,https://store.steampowered.com/app/723780/Modern_Combat_Versus/,"52% of the 3,142 user reviews for this game are positive.","['Action', 'Adventure', 'Free to Play']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases']","Windows,","GameloftPublisher:GameloftRelease Date: Dec 19, 2017",Gameloft,Gameloft,Dec 19 2017,1634.0,896,
35774,Soul Gambler,Soul Gambler,313020.0,https://store.steampowered.com/app/313020/Soul_Gambler/,"88% of the 1,854 user reviews for this game are positive.","['Adventure', 'Indie', 'RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","Windows,","Tlön StudiosPublisher:GamestormingRelease Date: Aug 1, 2013",Tlön Studios,Gamestorming,Aug 1 2013,1632.0,898,
36926,Dead Pixels,Dead Pixels,222980.0,https://store.steampowered.com/app/222980/Dead_Pixels/,"86% of the 1,894 user reviews for this game are positive.","['Action', 'Indie', 'RPG']","['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support']","Windows,","CSR-StudiosPublisher:CSR-StudiosFranchise:Dead PixelsRelease Date: Dec 7, 2012",CSR Studios,CSR StudiosFranchise Dead Pixels,Dec 7 2012,1629.0,899,
2316,Windward,Windward,326410.0,https://store.steampowered.com/app/326410/Windward/,"80% of the 2,032 user reviews for this game are positive.","['Action', 'Adventure', 'Indie', 'RPG']","['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","Linux,Mac,Windows,","Tasharen Entertainment Inc.Publisher:Tasharen Entertainment Inc.Release Date: May 12, 2015",Tasharen Entertainment Inc,Tasharen Entertainment Inc,May 12 2015,1626.0,900,
16889,Moonlighter,Moonlighter,606150.0,https://store.steampowered.com/app/606150/Moonlighter/,"74% of the 2,197 user reviews for this game are positive.","['Action', 'Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","Linux,Mac,Windows,","Digital SunPublisher:11 bit studiosRelease Date: May 29, 2018",Digital Sun,11 bit studios,May 29 2018,1626.0,900,
7016,Witch It,Witch It,559650.0,https://store.steampowered.com/app/559650/Witch_It/,"89% of the 1,826 user reviews for this game are positive.","['Action', 'Casual', 'Indie', 'Early Access']","['Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats']","Windows,","Barrel Roll GamesPublisher:Daedalic EntertainmentRelease Date: May 31, 2017",Barrel Roll Games,Daedalic Entertainment,May 31 2017,1625.0,902,
38358,SPORE™ Galactic Adventures,SPORE™ Galactic Adventures,24720.0,https://store.steampowered.com/app/24720/SPORE_Galactic_Adventures/,"80% of the 2,030 user reviews for this game are positive.","['Action', 'Simulation']",['Single-player'],"Windows,","EA - MaxisPublisher:Electronic ArtsRelease Date: Jun 23, 2009",EA Maxis,Electronic Arts,Jun 23 2009,1624.0,903,
33541,Submerged,Submerged,301860.0,https://store.steampowered.com/app/301860/Submerged/,"73% of the 2,223 user reviews for this game are positive.","['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","Windows,","Uppercut Games Pty LtdPublisher:Uppercut Games Pty LtdRelease Date: Aug 3, 2015",Uppercut Games Pty Ltd,Uppercut Games Pty Ltd,Aug 3 2015,1623.0,904,
856,Soldier Front 2,Soldier Front 2,239660.0,https://store.steampowered.com/app/239660/Soldier_Front_2/,"79% of the 2,055 user reviews for this game are positive.","['Action', 'Free to Play']","['Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards']","Windows,","DragonflyPublisher:Aeria GamesRelease Date: Jul 3, 2013",Dragonfly,Aeria Games,Jul 3 2013,1623.0,904,
